,EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
950,951,20,Yes,Travel_Frequently,769,Sales,9,Bachelor,Marketing,Very High,Female,54,High,1,Sales Representative,Very High,Single,2323,17205,1,Yes,14,Excellent,Medium,0,2,3,Excellent,2,2,0,2
951,952,58,No,Non-Travel,390,Research & Development,1,Master,Life Sciences,Very High,Male,32,Low,2,Healthcare Representative,High,Divorced,5660,17056,2,Yes,13,Excellent,Very High,1,12,2,Excellent,5,3,1,2
954,955,51,No,Travel_Rarely,1302,Research & Development,2,Bachelor,Medical,Very High,Male,84,Low,2,Manufacturing Director,Medium,Divorced,5482,16321,5,No,18,Excellent,Very High,1,13,3,Excellent,4,1,1,2
955,956,33,No,Travel_Rarely,922,Research & Development,1,Doctor,Medical,Low,Female,95,Very High,4,Research Director,High,Divorced,16184,22578,4,No,19,Excellent,High,1,10,2,Excellent,6,1,0,5
958,959,38,No,Travel_Rarely,130,Sales,2,College,Marketing,Very High,Male,32,High,3,Sales Executive,Medium,Single,7351,20619,7,No,16,Excellent,High,0,10,2,Excellent,1,0,0,0
960,961,37,No,Non-Travel,728,Research & Development,1,Master,Medical,Low,Female,80,High,3,Research Director,Very High,Divorced,13603,11677,2,Yes,18,Excellent,Low,2,15,2,Excellent,5,2,0,2
961,962,37,No,Travel_Rarely,408,Research & Development,19,College,Life Sciences,Medium,Male,73,High,1,Research Scientist,Medium,Married,3022,10227,4,No,21,Outstanding,Low,0,8,1,Excellent,1,0,0,0
962,963,33,Yes,Travel_Rarely,465,Research & Development,2,College,Life Sciences,Low,Female,39,High,1,Laboratory Technician,Low,Married,2707,21509,7,No,20,Outstanding,Low,0,13,3,Outstanding,9,7,1,7
963,964,39,No,Travel_Rarely,524,Research & Development,18,College,Life Sciences,Low,Male,32,High,2,Manufacturing Director,High,Single,4534,13352,0,No,11,Excellent,Low,0,9,6,Excellent,8,7,1,7
964,965,22,Yes,Travel_Frequently,1368,Research & Development,4,Below College,Technical Degree,High,Male,99,Medium,1,Laboratory Technician,High,Single,3894,9129,5,No,16,Excellent,High,0,4,3,Excellent,2,2,1,2
967,968,52,No,Travel_Rarely,1325,Research & Development,11,Master,Life Sciences,Very High,Female,82,High,2,Laboratory Technician,High,Married,3149,21821,8,No,20,Outstanding,Medium,1,9,3,Excellent,5,2,1,4
968,969,40,No,Travel_Rarely,1492,Research & Development,20,Master,Technical Degree,Low,Male,61,High,3,Healthcare Representative,Very High,Married,10322,26542,4,No,20,Outstanding,Very High,1,14,6,Excellent,11,10,11,1
970,971,35,No,Travel_Rarely,1219,Sales,18,Bachelor,Medical,High,Female,86,High,2,Sales Executive,High,Married,4601,6179,1,No,16,Excellent,Medium,0,5,3,Excellent,5,2,1,0
971,972,47,No,Travel_Rarely,1454,Sales,2,Master,Life Sciences,Very High,Female,65,Medium,1,Sales Representative,Very High,Single,3294,13137,1,Yes,18,Excellent,Low,0,3,3,Good,3,2,1,2
972,973,54,No,Non-Travel,142,Human Resources,26,Bachelor,Human Resources,Very High,Female,30,Very High,4,Manager,Very High,Single,17328,13871,2,Yes,12,Excellent,High,0,23,3,Excellent,5,3,4,4
975,976,32,Yes,Travel_Rarely,374,Research & Development,25,Master,Life Sciences,Low,Male,87,High,1,Laboratory Technician,Very High,Single,2795,18016,1,Yes,24,Outstanding,High,0,1,2,Low,1,0,0,1
976,977,29,No,Non-Travel,1496,Research & Development,1,Below College,Technical Degree,Very High,Male,41,High,2,Manufacturing Director,High,Married,4319,26283,1,No,13,Excellent,Low,1,10,1,Excellent,10,7,0,9
978,979,28,No,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Very High,Male,84,High,1,Research Scientist,Low,Single,2080,4732,2,No,11,Excellent,Medium,0,5,2,Good,3,2,1,2
980,981,36,No,Travel_Rarely,938,Research & Development,2,Master,Medical,High,Male,79,High,1,Laboratory Technician,High,Single,2519,12287,4,No,21,Outstanding,High,0,16,6,Excellent,11,8,3,9
982,983,34,No,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,High,Male,56,Medium,2,Human Resources,Medium,Married,4490,21833,4,No,11,Excellent,Very High,2,14,5,Outstanding,10,9,1,8
984,985,39,No,Travel_Frequently,672,Research & Development,7,College,Medical,High,Male,54,Medium,5,Manager,Very High,Married,19272,21141,1,No,15,Excellent,Low,1,21,2,Excellent,21,9,13,3
986,987,56,Yes,Travel_Rarely,441,Research & Development,14,Master,Life Sciences,Medium,Female,72,High,1,Research Scientist,Medium,Married,4963,4510,9,Yes,18,Excellent,Low,3,7,2,Excellent,5,4,4,3
987,988,44,No,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Low,Female,72,Very High,1,Research Scientist,Very High,Married,2011,19982,1,No,13,Excellent,Very High,1,10,5,Excellent,10,5,7,7
988,989,49,No,Travel_Rarely,527,Research & Development,8,College,Other,Low,Female,51,High,3,Laboratory Technician,Medium,Married,7403,22477,4,No,11,Excellent,High,1,29,3,Good,26,9,1,7
989,990,42,Yes,Travel_Frequently,933,Research & Development,19,Bachelor,Medical,High,Male,57,Very High,1,Research Scientist,High,Divorced,2759,20366,6,Yes,12,Excellent,Very High,0,7,2,Excellent,2,2,2,2
990,991,30,No,Travel_Rarely,1329,Sales,29,Master,Life Sciences,High,Male,61,High,2,Sales Executive,Low,Divorced,4115,13192,8,No,19,Excellent,High,3,8,3,Excellent,4,3,0,3
992,993,40,No,Non-Travel,218,Research & Development,8,Below College,Medical,Very High,Male,55,Medium,3,Research Director,Medium,Divorced,13757,25178,2,No,11,Excellent,High,1,16,5,Excellent,9,8,4,8
994,995,44,No,Non-Travel,381,Research & Development,24,Bachelor,Medical,Low,Male,49,Low,1,Laboratory Technician,High,Single,3708,2104,2,No,14,Excellent,High,0,9,5,Excellent,5,2,1,4
995,996,52,No,Travel_Frequently,890,Research & Development,25,Master,Medical,High,Female,81,Medium,4,Manufacturing Director,Very High,Married,13826,19028,3,No,22,Outstanding,High,0,31,3,Excellent,9,8,0,0
996,997,54,No,Travel_Rarely,971,Research & Development,1,Bachelor,Medical,Very High,Female,54,High,4,Research Director,Very High,Single,17328,5652,6,No,19,Excellent,Very High,0,29,3,Good,20,7,12,7
997,998,25,Yes,Travel_Rarely,1219,Research & Development,4,Below College,Technical Degree,Very High,Male,32,High,1,Laboratory Technician,Very High,Married,3691,4605,1,Yes,15,Excellent,Medium,1,7,3,Outstanding,7,7,5,6
998,999,35,No,Non-Travel,1225,Research & Development,2,Master,Life Sciences,Very High,Female,61,High,2,Healthcare Representative,Low,Divorced,5093,4761,2,No,11,Excellent,Low,1,16,2,Outstanding,1,0,0,0
1001,1002,29,No,Travel_Rarely,657,Research & Development,27,Bachelor,Medical,Medium,Female,66,High,2,Healthcare Representative,High,Married,4335,25549,4,No,12,Excellent,Low,1,11,3,Good,8,7,1,1
1002,1003,22,No,Travel_Rarely,534,Research & Development,15,Bachelor,Medical,Medium,Female,59,High,1,Laboratory Technician,Very High,Single,2871,23785,1,No,15,Excellent,High,0,1,5,Excellent,0,0,0,0
1003,1004,38,No,Travel_Rarely,1495,Research & Development,10,Bachelor,Medical,High,Female,76,High,2,Healthcare Representative,High,Married,9824,22174,3,No,19,Excellent,High,1,18,4,Excellent,1,0,0,0
1004,1005,33,No,Travel_Rarely,586,Sales,1,Bachelor,Medical,Low,Male,48,Very High,2,Sales Executive,Low,Divorced,4037,21816,1,No,22,Outstanding,Low,1,9,5,Excellent,9,8,0,8
1005,1006,25,Yes,Travel_Frequently,599,Sales,24,Below College,Life Sciences,High,Male,73,Low,1,Sales Representative,Very High,Single,1118,8040,1,Yes,14,Excellent,Very High,0,1,4,Excellent,1,0,1,0
1006,1007,31,No,Travel_Rarely,480,Research & Development,7,College,Medical,Medium,Female,31,High,2,Manufacturing Director,Low,Married,4306,4156,1,No,12,Excellent,Medium,1,13,5,Low,13,10,3,12
1009,1010,29,No,Travel_Rarely,1176,Sales,3,College,Medical,Medium,Female,62,High,2,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,Low,1,6,5,Good,6,0,1,2
1010,1011,29,No,Travel_Frequently,1404,Sales,20,Bachelor,Technical Degree,High,Female,84,High,1,Sales Representative,Very High,Married,2157,18203,1,No,15,Excellent,Medium,1,3,5,Excellent,3,1,0,2
1012,1013,54,No,Travel_Frequently,928,Research & Development,20,Master,Life Sciences,Very High,Female,31,High,2,Research Scientist,High,Single,4869,16885,3,No,12,Excellent,Very High,0,20,4,Good,4,3,0,3
1013,1014,54,No,Travel_Rarely,376,Research & Development,19,Master,Medical,Very High,Female,95,High,2,Manufacturing Director,Low,Divorced,5485,22670,9,Yes,11,Excellent,Medium,2,9,4,Excellent,5,3,1,4
1014,1015,31,Yes,Non-Travel,335,Research & Development,9,College,Medical,High,Male,46,Medium,1,Research Scientist,Low,Single,2321,10322,0,Yes,22,Outstanding,Low,0,4,0,Excellent,3,2,1,2
1016,1017,47,No,Travel_Rarely,465,Research & Development,1,Bachelor,Technical Degree,Low,Male,74,High,1,Research Scientist,Very High,Married,3420,10205,7,No,12,Excellent,High,1,17,2,Good,6,5,1,2
1017,1018,36,No,Travel_Rarely,1299,Research & Development,27,Bachelor,Medical,High,Male,94,High,2,Healthcare Representative,High,Married,5237,16577,6,No,13,Excellent,Medium,2,17,3,Good,7,7,7,7
1018,1019,41,No,Travel_Rarely,1283,Research & Development,5,Doctor,Medical,Medium,Male,90,Very High,1,Research Scientist,High,Married,2127,5561,2,Yes,12,Excellent,Low,0,7,5,Good,4,2,0,3
1019,1020,29,Yes,Travel_Frequently,115,Sales,13,Bachelor,Technical Degree,Low,Female,51,High,2,Sales Executive,Medium,Single,5765,17485,5,No,11,Excellent,Low,0,7,4,Low,5,3,0,0
1020,1021,18,Yes,Travel_Frequently,1306,Sales,5,Bachelor,Marketing,Medium,Male,69,High,1,Sales Representative,Medium,Single,1878,8059,1,Yes,14,Excellent,Very High,0,0,3,Excellent,0,0,0,0
1021,1022,32,No,Travel_Rarely,1018,Research & Development,2,Master,Medical,Low,Female,74,Very High,2,Research Scientist,Very High,Single,5055,10557,7,No,16,Excellent,High,0,10,0,Good,7,7,0,7
1027,1028,42,No,Travel_Rarely,532,Research & Development,4,College,Technical Degree,High,Male,58,High,5,Manager,Very High,Married,19232,4933,1,No,11,Excellent,Very High,0,22,3,Excellent,22,17,11,15
1028,1029,58,No,Travel_Rarely,682,Sales,10,Master,Medical,Very High,Male,37,High,4,Sales Executive,High,Single,13872,24409,0,No,13,Excellent,High,0,38,1,Good,37,10,1,8
1029,1030,37,No,Travel_Rarely,1192,Research & Development,5,College,Medical,Very High,Male,61,High,2,Manufacturing Director,Very High,Divorced,6347,23177,7,No,16,Excellent,High,2,8,2,Good,6,2,0,4
1030,1031,39,No,Travel_Frequently,945,Research & Development,22,Bachelor,Medical,Very High,Female,82,High,3,Manufacturing Director,Low,Single,10880,5083,1,Yes,13,Excellent,High,0,21,2,Excellent,21,6,2,8
1034,1035,31,No,Travel_Rarely,691,Sales,7,Bachelor,Marketing,Very High,Male,73,High,2,Sales Executive,Very High,Divorced,7547,7143,4,No,12,Excellent,Very High,3,13,3,Excellent,7,7,1,7
1035,1036,45,No,Travel_Rarely,1268,Sales,4,College,Life Sciences,High,Female,30,High,2,Sales Executive,Low,Divorced,5006,6319,4,Yes,11,Excellent,Low,1,9,3,Outstanding,5,4,0,3
1036,1037,26,No,Travel_Rarely,1355,Human Resources,25,Below College,Life Sciences,High,Female,61,High,1,Human Resources,High,Married,2942,8916,1,No,23,Outstanding,Very High,1,8,3,Excellent,8,7,5,7
1037,1038,28,Yes,Travel_Rarely,1434,Research & Development,5,Master,Technical Degree,High,Male,50,High,1,Laboratory Technician,High,Single,3441,11179,1,Yes,13,Excellent,High,0,2,3,Good,2,2,2,2
1038,1039,35,No,Travel_Rarely,195,Sales,1,Bachelor,Medical,Low,Female,80,High,2,Sales Executive,High,Single,4859,6698,1,No,16,Excellent,Very High,0,5,3,Excellent,5,4,0,3
1039,1040,30,No,Non-Travel,1400,Research & Development,3,Bachelor,Life Sciences,High,Male,53,High,1,Laboratory Technician,Very High,Married,2097,16734,4,No,15,Excellent,High,1,9,3,Low,5,3,1,4
1040,1041,34,No,Travel_Frequently,1003,Research & Development,2,College,Life Sciences,Very High,Male,95,High,2,Manufacturing Director,High,Single,4033,15834,2,No,11,Excellent,Very High,0,5,3,Good,3,2,0,2
1044,1045,43,No,Travel_Rarely,415,Sales,25,Bachelor,Medical,High,Male,79,Medium,3,Sales Executive,Very High,Divorced,10798,5268,5,No,13,Excellent,High,1,18,5,Excellent,1,0,0,0
1045,1046,35,No,Travel_Rarely,755,Research & Development,9,Master,Life Sciences,High,Male,97,Medium,2,Healthcare Representative,Medium,Single,6540,19394,9,No,19,Excellent,High,0,10,5,Excellent,1,1,0,0
1046,1047,35,No,Travel_Rarely,1361,Sales,17,Master,Life Sciences,High,Male,94,High,2,Sales Executive,Low,Married,8966,21026,3,Yes,15,Excellent,Very High,3,15,2,Excellent,7,7,1,7
1048,1049,54,No,Travel_Rarely,548,Research & Development,8,Master,Life Sciences,High,Female,42,High,2,Laboratory Technician,High,Single,3780,23428,7,No,11,Excellent,High,0,19,3,Excellent,1,0,0,0
1051,1052,20,No,Travel_Rarely,654,Sales,21,Bachelor,Marketing,High,Male,43,Very High,1,Sales Representative,Very High,Single,2678,5050,1,No,17,Excellent,Very High,0,2,2,Excellent,2,1,2,2
1052,1053,33,Yes,Travel_Rarely,527,Research & Development,1,Master,Other,Very High,Male,63,High,1,Research Scientist,Very High,Single,2686,5207,1,Yes,13,Excellent,High,0,10,2,Good,10,9,7,8
1054,1055,41,No,Travel_Frequently,840,Research & Development,9,Bachelor,Medical,Low,Male,64,High,5,Research Director,High,Divorced,19419,3735,2,No,17,Excellent,Medium,1,21,2,Outstanding,18,16,0,11
1055,1056,56,No,Travel_Rarely,206,Human Resources,8,Master,Life Sciences,Very High,Male,99,High,5,Manager,Medium,Single,19717,4022,6,No,14,Excellent,Low,0,36,4,Excellent,7,3,7,7
1057,1058,27,No,Travel_Rarely,1377,Sales,2,Bachelor,Life Sciences,Very High,Male,74,High,2,Sales Executive,High,Single,4478,5242,1,Yes,11,Excellent,Low,0,5,3,Excellent,5,4,0,4
1058,1059,44,No,Travel_Rarely,200,Research & Development,29,Master,Other,Very High,Male,32,High,2,Research Scientist,Very High,Single,4541,7744,1,No,25,Outstanding,Medium,0,20,3,Excellent,20,11,13,17
1061,1062,34,No,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,High,Female,89,Very High,1,Research Scientist,High,Married,2585,21643,0,No,17,Excellent,Very High,0,2,5,Good,1,0,0,0
1062,1063,34,No,Travel_Rarely,829,Human Resources,3,College,Human Resources,High,Male,88,High,1,Human Resources,Very High,Married,3737,2243,0,No,19,Excellent,High,1,4,1,Low,3,2,0,2
1064,1065,34,No,Non-Travel,1381,Sales,4,Master,Marketing,High,Female,72,High,2,Sales Executive,High,Married,6538,12740,9,No,15,Excellent,Low,1,6,3,Excellent,3,2,1,2
1065,1066,18,No,Non-Travel,1124,Research & Development,1,Bachelor,Life Sciences,Very High,Female,97,High,1,Laboratory Technician,Very High,Single,1611,19305,1,No,15,Excellent,High,0,0,5,Outstanding,0,0,0,0
1066,1067,33,No,Travel_Rarely,832,Research & Development,5,Master,Life Sciences,High,Female,63,Medium,1,Research Scientist,Very High,Married,2911,14776,1,No,13,Excellent,High,1,2,2,Good,2,2,0,2
1067,1068,36,Yes,Travel_Rarely,885,Research & Development,16,Master,Life Sciences,High,Female,43,Very High,1,Laboratory Technician,Low,Single,2743,8269,1,No,16,Excellent,High,0,18,1,Excellent,17,13,15,14
1069,1070,34,No,Travel_Rarely,182,Research & Development,1,Master,Life Sciences,Medium,Female,72,Very High,1,Research Scientist,Very High,Single,3280,13551,2,No,16,Excellent,High,0,10,2,Excellent,4,2,1,3
1070,1071,55,No,Travel_Rarely,1311,Research & Development,2,Bachelor,Life Sciences,High,Female,97,High,4,Manager,Very High,Single,16659,23258,2,Yes,13,Excellent,High,0,30,2,Excellent,5,4,1,2
1071,1072,25,No,Travel_Rarely,882,Research & Development,19,Below College,Medical,Very High,Male,67,High,1,Laboratory Technician,Very High,Married,3669,9075,3,No,11,Excellent,High,3,7,6,Good,3,2,1,2
1072,1073,30,No,Non-Travel,1398,Sales,22,Master,Other,High,Female,69,High,3,Sales Executive,Low,Married,8412,2890,0,No,11,Excellent,High,0,10,3,Excellent,9,8,7,8
1073,1074,28,No,Travel_Rarely,1300,Research & Development,17,College,Medical,High,Male,79,High,2,Laboratory Technician,Low,Divorced,4558,13535,1,No,12,Excellent,Very High,1,10,2,Excellent,10,0,1,8
1074,1075,42,No,Travel_Rarely,265,Sales,5,College,Marketing,Very High,Male,90,High,5,Manager,High,Married,18303,7770,6,No,13,Excellent,Medium,0,21,3,Outstanding,1,0,0,0
1075,1076,48,Yes,Travel_Rarely,626,Research & Development,1,College,Life Sciences,Low,Male,98,Medium,3,Laboratory Technician,High,Single,5381,19294,9,Yes,13,Excellent,Very High,0,23,2,Excellent,1,0,0,0
1077,1078,41,No,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,Medium,Male,46,High,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,11,Excellent,Low,1,6,4,Excellent,1,0,0,0
1078,1079,28,No,Travel_Rarely,821,Sales,5,Master,Medical,Low,Male,98,High,2,Sales Executive,Very High,Single,4908,24252,1,No,14,Excellent,Medium,0,4,3,Excellent,4,2,0,2
1081,1082,35,No,Travel_Rarely,802,Research & Development,10,Bachelor,Other,Medium,Male,45,High,1,Laboratory Technician,Very High,Divorced,3917,9541,1,No,20,Outstanding,Low,1,3,4,Good,3,2,1,2
1082,1083,37,No,Travel_Rarely,1372,Research & Development,1,Bachelor,Life Sciences,Very High,Female,42,High,1,Research Scientist,Very High,Single,2115,15881,1,No,12,Excellent,Medium,0,17,3,Excellent,17,12,5,7
1084,1085,40,No,Travel_Rarely,555,Research & Development,2,Bachelor,Medical,Medium,Female,78,Medium,2,Laboratory Technician,High,Married,3448,13436,6,No,22,Outstanding,Medium,1,20,3,Excellent,1,0,0,0
1085,1086,41,No,Non-Travel,247,Research & Development,7,Below College,Life Sciences,Medium,Female,55,Low,5,Research Director,High,Divorced,19973,20284,1,No,22,Outstanding,Medium,2,21,3,Excellent,21,16,5,10
1086,1087,24,No,Travel_Rarely,1371,Sales,10,Master,Marketing,Very High,Female,77,High,2,Sales Executive,High,Divorced,4260,5915,1,Yes,12,Excellent,Very High,1,5,2,Outstanding,5,2,0,3
1087,1088,30,No,Travel_Frequently,721,Research & Development,1,College,Medical,High,Female,58,High,2,Laboratory Technician,Very High,Single,4011,10781,1,No,23,Outstanding,Very High,0,12,2,Excellent,12,8,3,7
1089,1090,36,No,Travel_Rarely,164,Sales,2,College,Medical,Medium,Male,61,Medium,3,Sales Executive,High,Married,7596,3809,1,No,13,Excellent,Medium,2,10,2,Excellent,10,9,9,0
1090,1091,53,No,Travel_Rarely,1223,Research & Development,7,College,Medical,Very High,Female,50,High,5,Manager,High,Divorced,18606,18640,3,No,18,Excellent,Medium,1,26,6,Excellent,7,7,4,7
1091,1092,26,No,Travel_Rarely,683,Research & Development,2,Below College,Medical,Low,Male,36,Medium,1,Research Scientist,Very High,Single,3904,4050,0,No,12,Excellent,Very High,0,5,2,Excellent,4,3,1,1
1093,1094,27,No,Travel_Rarely,591,Research & Development,2,Below College,Medical,Low,Male,40,High,1,Laboratory Technician,Medium,Married,3468,16632,9,No,12,Excellent,Very High,1,6,3,Excellent,2,2,2,2
1094,1095,53,No,Travel_Rarely,661,Sales,7,College,Marketing,Low,Female,78,Medium,3,Sales Executive,Very High,Married,10934,20715,7,Yes,18,Excellent,Very High,1,35,3,Excellent,5,2,0,4
1095,1096,52,No,Travel_Rarely,994,Research & Development,7,Master,Life Sciences,Medium,Male,87,High,3,Healthcare Representative,Medium,Single,10445,15322,7,No,19,Excellent,Very High,0,18,4,Excellent,8,6,4,0
1097,1098,29,No,Travel_Rarely,1247,Sales,20,College,Marketing,Very High,Male,45,High,2,Sales Executive,Very High,Divorced,6931,10732,2,No,14,Excellent,Very High,1,10,2,Excellent,3,2,0,2
1098,1099,42,No,Travel_Rarely,201,Research & Development,1,Master,Life Sciences,Medium,Female,95,High,1,Laboratory Technician,Low,Divorced,2576,20490,3,No,16,Excellent,Medium,1,8,5,Excellent,5,2,1,2
1100,1101,30,No,Travel_Rarely,413,Sales,7,Below College,Marketing,Very High,Male,57,High,1,Sales Representative,Medium,Single,2983,18398,0,No,14,Excellent,Low,0,4,3,Excellent,3,2,1,2
1101,1102,35,No,Travel_Rarely,1232,Sales,16,Bachelor,Marketing,High,Male,96,High,3,Sales Executive,Medium,Married,8020,5100,0,No,15,Excellent,High,2,12,3,Good,11,9,6,9
1105,1106,35,Yes,Travel_Rarely,556,Research & Development,23,College,Life Sciences,Medium,Male,50,Medium,2,Manufacturing Director,High,Married,5916,15497,3,Yes,13,Excellent,Low,0,8,1,Excellent,1,0,0,1
1106,1107,49,No,Non-Travel,1002,Research & Development,18,Master,Life Sciences,Very High,Male,92,High,2,Manufacturing Director,Very High,Divorced,6804,23793,1,Yes,15,Excellent,Low,2,7,0,Excellent,7,7,1,7
1107,1108,26,Yes,Travel_Rarely,1146,Sales,8,Bachelor,Technical Degree,Very High,Male,38,Medium,2,Sales Executive,Low,Single,5326,3064,6,No,17,Excellent,High,0,6,2,Good,4,3,1,2
